Trial_ID,Trial_Name,Task,Subject,Repetition,Frames,Duration_Seconds,Self_Proclaimed_Skill,GRS_Total,GRS_Tissue_Respect,GRS_Handling,GRS_Time_Motion,GRS_Flow,GRS_Performance,GRS_Quality,Left_Mean_Speed,Left_Median_Speed,Left_Max_Speed,Left_Speed_Std,Right_Mean_Speed,Right_Median_Speed,Right_Max_Speed,Right_Speed_Std,Left_Idle_Ratio,Left_Idle_Time,Right_Idle_Ratio,Right_Idle_Time,Left_Mean_Acceleration,Left_Median_Acceleration,Left_Max_Acceleration,Left_Acceleration_Std,Right_Mean_Acceleration,Right_Median_Acceleration,Right_Max_Acceleration,Right_Acceleration_Std,Left_Mean_Jerk,Left_Median_Jerk,Left_Max_Jerk,Left_Jerk_Std,Right_Mean_Jerk,Right_Median_Jerk,Right_Max_Jerk,Right_Jerk_Std
93,Suturing_G004,Suturing,G,4,2650.0,88.33333333333333,N,21,4,3,3,4,3,4,0.02681269600826787,0.01346101396171633,0.2178681932752002,0.03734337438799125,0.013236360206198481,0.011612505856086749,0.0902402573633298,0.015146922735802003,0.2513207547169811,22.2,0.2769811320754717,24.466666666666665,0.1543711893807112,0.0497737212330715,1.4460190832678974,0.17768036932208703,0.12087649164239941,0.0375865047363688,0.8233613937705929,0.1479734455503094,7.7927005264992575,6.041779244187721,43.59062515756481,7.70389407348574,6.270913681796101,3.4868219295664544,34.87428105257135,6.7809814152986085
94,Suturing_G005,Suturing,G,5,2454.0,81.8,N,23,4,3,4,4,4,4,0.02319540281528146,0.013223818853691956,0.23198276711428373,0.03399592193442172,0.012160687023208331,0.011229442701100479,0.12459087274756526,0.014508141577104186,0.2852485737571312,23.333333333333332,0.28810105949470255,23.566666666666666,0.13016835937719204,0.03769076432036602,1.3164751465217985,0.16666779797731243,0.11453713165331582,0.032460720879241116,0.8232930963644747,0.14824900010343048,6.337326421786237,3.9284182367060385,40.032389051435835,6.7985181009251,6.091868505007069,2.814247879386479,35.28610409115005,6.85316032475851
95,Suturing_H001,Suturing,H,1,5654.0,188.46666666666667,N,14,2,2,2,3,2,3,0.022262681903344787,0.013592572511150591,0.3166618370359775,0.033221688012261885,0.01916529718223897,0.013465878785127488,0.16213158820538337,0.021560683733992475,0.2500884329678104,47.13333333333333,0.19419879731163778,36.6,0.16394263024927172,0.06476610750290696,1.8568955273311984,0.19575146182903427,0.16720955117698175,0.08927282911082211,1.242036980335926,0.17916730428935415,7.596734738603156,5.524137504539958,49.49726892613641,7.603881784518132,7.84251816992648,6.1613838482755,44.84283593474811,7.270730081958075
96,Suturing_H003,Suturing,H,2,3395.0,113.16666666666667,N,25,4,4,4,5,4,4,0.022739124029911073,0.013627626719278746,0.28437803796531125,0.033351791018156385,0.023350404705387715,0.013829366507544733,0.2709069296068301,0.03142442834296032,0.3089837997054492,34.96666666666667,0.17407952871870397,19.7,0.16246399563475244,0.04900286190576584,1.7913710714004294,0.20218121565394295,0.16210902987632617,0.07733593745267975,2.4907142327382172,0.1912644488842294,7.665513074266134,4.848380672579396,48.71775024113447,8.1214439518856,7.2475711752484875,5.322266295275138,84.40024449433005,7.064001554315742
97,Suturing_H004,Suturing,H,3,4094.0,136.46666666666667,N,19,3,3,3,4,3,3,0.022029115352017934,0.01343362214383266,0.171134681724658,0.02966102713427774,0.021794801367313325,0.01380967407564449,0.24189368169921263,0.027165166543556597,0.29018075232046897,39.6,0.16927210552027358,23.1,0.1558824558661655,0.048075792027589964,1.5504770777993264,0.18439099109570772,0.1704663981262877,0.0957060618747847,1.5366412243797716,0.18282759649519592,7.729592096096383,5.5157307311188,54.037359013219884,7.8403797420445285,8.090765563529859,6.914939980284516,48.56491399246375,7.21886167155411
98,Suturing_H005,Suturing,H,4,3436.0,114.53333333333333,N,21,4,3,3,4,3,4,0.021601024599504002,0.01339016576052694,0.17572313778782803,0.030002611332693406,0.02143383836123669,0.013386932085575457,0.2247433468381211,0.02854390703069902,0.3256693830034924,37.3,0.18364377182770664,21.033333333333335,0.15706183488127165,0.043371663391933046,1.484390884960999,0.1919968168183861,0.1748093055800809,0.09437767540493897,1.7844479559301205,0.19249881344442474,7.655042973748286,4.842036262284412,47.54842531849084,8.04449168934422,8.171074306184261,6.527377999122921,56.30218510092678,7.620360519275653
99,Suturing_I001,Suturing,I,1,4316.0,143.86666666666667,N,17,3,3,2,3,3,3,0.019134437256505297,0.013436492541788733,0.24634547133040624,0.027634251612563183,0.018925540332011336,0.013320988347348933,0.15528014066518617,0.023135756027969114,0.21686746987951808,31.2,0.167516218721038,24.1,0.1593410476129986,0.06588406875632363,2.0681784119214126,0.18390740851674658,0.14643961762659047,0.06965231052901137,0.8956624976815057,0.15850164644647582,7.736799965772476,5.675818041543074,49.69854067065302,7.602122675810488,7.178576824767383,5.037500090099291,42.53783514898626,6.975842100534184
100,Suturing_I002,Suturing,I,2,4412.0,147.06666666666666,N,23,4,4,3,4,4,4,0.022917991913816257,0.012923247613087847,0.2233665183929767,0.035543177064413234,0.019185957977286058,0.01328643269591533,0.14105686248105764,0.023337399545120947,0.25929283771532186,38.13333333333333,0.19469628286491386,28.633333333333333,0.1519115687749117,0.05329271503780497,1.4498481533798524,0.18208136901444763,0.15838975753913465,0.07410541754929771,1.4803458157034075,0.17201053383334639,7.25543747118533,4.642351637508726,51.089664178422915,7.60849552279482,7.8595590174224865,6.066527855919935,88.24842950411309,7.487977934388087
101,Suturing_I003,Suturing,I,3,4284.0,142.8,N,17,3,2,2,3,3,4,0.020306596061566706,0.01315038692261414,0.2742048508578942,0.03185556836020493,0.018146967735806204,0.013356980827836578,0.23518427453594767,0.024042374085912258,0.27450980392156865,39.2,0.1704014939309057,24.333333333333332,0.15015085032889375,0.05067430959574109,1.4719860597791434,0.18238840282084592,0.16275029098270005,0.08040091526577052,1.5246398948090598,0.17851217453968618,7.362746151405081,4.739886369667065,48.65739519610487,7.703147577003285,8.066497773407889,6.347165462607023,62.1439537699453,7.651090726071866
102,Suturing_I004,Suturing,I,4,3730.0,124.33333333333333,N,23,4,4,3,4,4,4,0.029096843313891434,0.014650968318378435,0.22945479037274422,0.03785238075005143,0.019320478270347295,0.01340782835698488,0.1665853037125424,0.023690582814248906,0.14557640750670242,18.1,0.17908847184986595,22.266666666666666,0.18512128053144347,0.11706743896448907,2.445309104205243,0.1948269822693563,0.15859800020838213,0.08235721117374645,1.9218442563231026,0.16915798155537887,8.670297680821978,7.2575768468633965,57.78612474440216,7.8511063720696015,7.675578663277117,5.441555408564677,64.1042237835109,7.424388639922818
103,Suturing_I005,Suturing,I,5,3773.0,125.76666666666667,N,19,3,3,3,4,3,3,0.03030336441817427,0.014115546748178052,0.28253611881492247,0.04389897781499597,0.020597550688550938,0.013463714346345886,0.1819940779970601,0.025832265534957106,0.2149483169891333,27.033333333333335,0.1730718261330506,21.766666666666666,0.16555725693869536,0.0638657557877645,1.555122464951052,0.19844418955987456,0.1536071299326534,0.07499183480495389,1.2848407210328812,0.1661625765979954,7.4437810001384035,5.1073970021823305,41.24599812065292,7.619339125213417,7.313229247283019,5.54382397767897,39.435426712013005,6.933812391444662
